Image,Score
ISIC_0000052.jpg,[0.258544921875]
ISIC_0000053.jpg,[0.428466796875]
ISIC_0000054.jpg,[0.3447265625]
ISIC_0000055.jpg,[0.266357421875]
ISIC_0000056.jpg,[0.41796875]
ISIC_0000057.jpg,[0.448974609375]
ISIC_0000058.jpg,[0.309326171875]
ISIC_0000059.jpg,[0.33349609375]
ISIC_0000060.jpg,[0.3193359375]
ISIC_0000061.jpg,[0.26953125]
ISIC_0000062.jpg,[0.279541015625]
ISIC_0000063.jpg,[0.34326171875]
ISIC_0000064.jpg,[0.3408203125]
ISIC_0000065.jpg,[0.332763671875]
ISIC_0000066.jpg,[0.207275390625]
ISIC_0000067.jpg,[0.259521484375]
ISIC_0000068.jpg,[0.37548828125]
ISIC_0000069.jpg,[0.470703125]
ISIC_0000071.jpg,[0.44677734375]
ISIC_0000072.jpg,[0.300048828125]
ISIC_0000073.jpg,[0.214599609375]
ISIC_0000074.jpg,[0.49951171875]
ISIC_0000075.jpg,[0.46240234375]
ISIC_0000077.jpg,[0.30810546875]
ISIC_0000078.jpg,[0.46826171875]
ISIC_0000079.jpg,[0.322021484375]
ISIC_0000080.jpg,[0.328857421875]
ISIC_0000081.jpg,[0.46337890625]
ISIC_0000082.jpg,[0.257568359375]
ISIC_0000085.jpg,[0.521484375]
ISIC_0000086.jpg,[0.373291015625]
ISIC_0000087.jpg,[0.446533203125]
ISIC_0000088.jpg,[0.498291015625]
ISIC_0000089.jpg,[0.421875]
ISIC_0000091.jpg,[0.55859375]
ISIC_0000092.jpg,[0.355712890625]
ISIC_0000093.jpg,[0.31396484375]
ISIC_0000094.jpg,[0.55712890625]
ISIC_0000095.jpg,[0.56103515625]
ISIC_0000096.jpg,[0.42236328125]
ISIC_0000097.jpg,[0.5166015625]
ISIC_0000098.jpg,[0.60498046875]
ISIC_0000099.jpg,[0.50927734375]
ISIC_0000100.jpg,[0.44970703125]
ISIC_0000101.jpg,[0.470703125]
ISIC_0000102.jpg,[0.55126953125]
ISIC_0000103.jpg,[0.63134765625]
ISIC_0000104.jpg,[0.68505859375]
ISIC_0000105.jpg,[0.307861328125]
ISIC_0000107.jpg,[0.433349609375]
ISIC_0000108.jpg,[0.5380859375]
ISIC_0000109.jpg,[0.483642578125]
ISIC_0000110.jpg,[0.56103515625]
ISIC_0000111.jpg,[0.49609375]
ISIC_0000112.jpg,[0.5419921875]
ISIC_0000113.jpg,[0.6630859375]
ISIC_0000115.jpg,[0.61767578125]
ISIC_0000116.jpg,[0.50146484375]
ISIC_0000117.jpg,[0.51123046875]
ISIC_0000118.jpg,[0.5390625]
ISIC_0000119.jpg,[0.371826171875]
ISIC_0000120.jpg,[0.394775390625]
ISIC_0000121.jpg,[0.479736328125]
ISIC_0000122.jpg,[0.625]
ISIC_0000123.jpg,[0.55859375]
ISIC_0000124.jpg,[0.4765625]
ISIC_0000125.jpg,[0.3154296875]
ISIC_0000126.jpg,[0.459228515625]
ISIC_0000127.jpg,[0.433349609375]
ISIC_0000128.jpg,[0.5703125]
ISIC_0000129.jpg,[0.51513671875]
ISIC_0000130.jpg,[0.3974609375]
ISIC_0000131.jpg,[0.64990234375]
ISIC_0000132.jpg,[0.4970703125]
ISIC_0000133.jpg,[0.583984375]
ISIC_0000134.jpg,[0.58154296875]
ISIC_0000135.jpg,[0.392333984375]
ISIC_0000136.jpg,[0.27099609375]
ISIC_0000137.jpg,[0.362548828125]
ISIC_0000138.jpg,[0.697265625]
ISIC_0000139.jpg,[0.51953125]
ISIC_0000140.jpg,[0.544921875]
ISIC_0000141.jpg,[0.373291015625]
ISIC_0000142.jpg,[0.5673828125]
ISIC_0000143.jpg,[0.457275390625]
ISIC_0000145.jpg,[0.546875]
ISIC_0000146.jpg,[0.66845703125]
ISIC_0000147.jpg,[0.6455078125]
ISIC_0000148.jpg,[0.52001953125]
ISIC_0000149.jpg,[0.52001953125]
ISIC_0000150.jpg,[0.5615234375]
ISIC_0000151.jpg,[0.48974609375]
ISIC_0000152.jpg,[0.404296875]
ISIC_0000153.jpg,[0.4052734375]
ISIC_0000154.jpg,[0.62060546875]
ISIC_0000155.jpg,[0.4521484375]
ISIC_0000156.jpg,[0.50048828125]
ISIC_0000157.jpg,[0.41015625]
ISIC_0000159.jpg,[0.22314453125]
ISIC_0000160.jpg,[0.2467041015625]
ISIC_0000161.jpg,[0.407958984375]
ISIC_0000162.jpg,[0.327880859375]
ISIC_0000163.jpg,[0.301025390625]
ISIC_0000164.jpg,[0.401123046875]
ISIC_0000165.jpg,[0.40087890625]
ISIC_0000166.jpg,[0.214599609375]
ISIC_0000167.jpg,[0.327880859375]
ISIC_0000169.jpg,[0.333251953125]
ISIC_0000170.jpg,[0.33349609375]
ISIC_0000171.jpg,[0.284423828125]
ISIC_0000172.jpg,[0.461181640625]
ISIC_0000173.jpg,[0.1177978515625]
ISIC_0000174.jpg,[0.27783203125]
ISIC_0000175.jpg,[0.26708984375]
ISIC_0000176.jpg,[0.488037109375]
ISIC_0000177.jpg,[0.407470703125]
ISIC_0000179.jpg,[0.53955078125]
ISIC_0000181.jpg,[0.501953125]
ISIC_0000182.jpg,[0.50830078125]
ISIC_0000183.jpg,[0.454833984375]
ISIC_0000184.jpg,[0.484375]
ISIC_0000185.jpg,[0.38037109375]
ISIC_0000186.jpg,[0.313720703125]
ISIC_0000187.jpg,[0.299072265625]
ISIC_0000188.jpg,[0.48681640625]
ISIC_0000189.jpg,[0.5478515625]
ISIC_0000190.jpg,[0.2169189453125]
ISIC_0000191.jpg,[0.64892578125]
ISIC_0000192.jpg,[0.6142578125]
ISIC_0000193.jpg,[0.39208984375]
ISIC_0000196.jpg,[0.609375]
ISIC_0000197.jpg,[0.48876953125]
ISIC_0000198.jpg,[0.10894775390625]
ISIC_0000199.jpg,[0.20263671875]
ISIC_0000200.jpg,[0.321533203125]
ISIC_0000201.jpg,[0.51171875]
ISIC_0000202.jpg,[0.490234375]
ISIC_0000203.jpg,[0.351318359375]
ISIC_0000204.jpg,[0.4111328125]
ISIC_0000205.jpg,[0.4423828125]
ISIC_0000206.jpg,[0.58154296875]
ISIC_0000207.jpg,[0.517578125]
ISIC_0000208.jpg,[0.52587890625]
ISIC_0000209.jpg,[0.26171875]
ISIC_0000210.jpg,[0.26318359375]
ISIC_0000211.jpg,[0.310302734375]
ISIC_0000212.jpg,[0.188232421875]
ISIC_0000213.jpg,[0.1927490234375]
ISIC_0000214.jpg,[0.458251953125]
ISIC_0000215.jpg,[0.47607421875]
ISIC_0000216.jpg,[0.30810546875]
ISIC_0000217.jpg,[0.375]
ISIC_0000218.jpg,[0.53125]
ISIC_0000219.jpg,[0.55517578125]
ISIC_0000220.jpg,[0.564453125]
ISIC_0000221.jpg,[0.34521484375]
ISIC_0000222.jpg,[0.341064453125]
ISIC_0000223.jpg,[0.35107421875]
ISIC_0000224.jpg,[0.2325439453125]
ISIC_0000225.jpg,[0.3359375]
ISIC_0000226.jpg,[0.390380859375]
ISIC_0000227.jpg,[0.26318359375]
ISIC_0000228.jpg,[0.307373046875]
ISIC_0000229.jpg,[0.487060546875]
ISIC_0000230.jpg,[0.48388671875]
ISIC_0000231.jpg,[0.378173828125]
ISIC_0000232.jpg,[0.366455078125]
ISIC_0000233.jpg,[0.437744140625]
ISIC_0000234.jpg,[0.438232421875]
ISIC_0000235.jpg,[0.2332763671875]
ISIC_0000236.jpg,[0.201904296875]
ISIC_0000237.jpg,[0.286376953125]
ISIC_0000239.jpg,[0.2626953125]
ISIC_0000240.jpg,[0.276123046875]
ISIC_0000242.jpg,[0.33642578125]
ISIC_0000243.jpg,[0.2161865234375]
ISIC_0000244.jpg,[0.253173828125]
ISIC_0000245.jpg,[0.302001953125]
ISIC_0000246.jpg,[0.28173828125]
ISIC_0000247.jpg,[0.353271484375]
ISIC_0000249.jpg,[0.517578125]
ISIC_0000250.jpg,[0.434814453125]
ISIC_0000251.jpg,[0.3173828125]
ISIC_0000252.jpg,[0.430419921875]
ISIC_0000253.jpg,[0.357666015625]
ISIC_0000254.jpg,[0.351806640625]
ISIC_0000255.jpg,[0.386474609375]
ISIC_0000256.jpg,[0.306396484375]
ISIC_0000258.jpg,[0.5400390625]
ISIC_0000259.jpg,[0.38623046875]
ISIC_0000260.jpg,[0.329833984375]
ISIC_0000261.jpg,[0.384521484375]
ISIC_0000262.jpg,[0.36669921875]
ISIC_0000263.jpg,[0.376953125]
ISIC_0000264.jpg,[0.62646484375]
ISIC_0000265.jpg,[0.2763671875]
ISIC_0000268.jpg,[0.50830078125]
ISIC_0000269.jpg,[0.349609375]
ISIC_0000271.jpg,[0.1771240234375]
ISIC_0000274.jpg,[0.5146484375]
ISIC_0000275.jpg,[0.455810546875]
ISIC_0000276.jpg,[0.458251953125]
ISIC_0000277.jpg,[0.42578125]
ISIC_0000278.jpg,[0.5205078125]
ISIC_0000279.jpg,[0.546875]
ISIC_0000281.jpg,[0.45458984375]
ISIC_0000282.jpg,[0.419189453125]
ISIC_0000283.jpg,[0.450439453125]
ISIC_0000285.jpg,[0.5341796875]
ISIC_0000287.jpg,[0.30322265625]
ISIC_0000288.jpg,[0.2001953125]
ISIC_0000289.jpg,[0.464599609375]
ISIC_0000290.jpg,[0.47021484375]
ISIC_0000292.jpg,[0.5693359375]
ISIC_0000293.jpg,[0.53515625]
ISIC_0000294.jpg,[0.5361328125]
ISIC_0000295.jpg,[0.222412109375]
ISIC_0000297.jpg,[0.31689453125]
ISIC_0000298.jpg,[0.25634765625]
ISIC_0000299.jpg,[0.263427734375]
ISIC_0000300.jpg,[0.320068359375]
ISIC_0000301.jpg,[0.1275634765625]
ISIC_0000302.jpg,[0.1343994140625]
ISIC_0000303.jpg,[0.250732421875]
ISIC_0000306.jpg,[0.253173828125]
ISIC_0000307.jpg,[0.248046875]
ISIC_0000310.jpg,[0.2423095703125]
ISIC_0000311.jpg,[0.315673828125]
ISIC_0000313.jpg,[0.24072265625]
ISIC_0000314.jpg,[0.210205078125]
ISIC_0000315.jpg,[0.31689453125]
ISIC_0000316.jpg,[0.296142578125]
ISIC_0000317.jpg,[0.2900390625]
ISIC_0000319.jpg,[0.437255859375]
ISIC_0000320.jpg,[0.180419921875]
ISIC_0000321.jpg,[0.264892578125]
ISIC_0000322.jpg,[0.288818359375]
ISIC_0000323.jpg,[0.26318359375]
ISIC_0000324.jpg,[0.2705078125]
ISIC_0000325.jpg,[0.2322998046875]
ISIC_0000327.jpg,[0.2227783203125]
ISIC_0000328.jpg,[0.2587890625]
ISIC_0000329.jpg,[0.25830078125]
ISIC_0000330.jpg,[0.216064453125]
ISIC_0000331.jpg,[0.287353515625]
ISIC_0000332.jpg,[0.2335205078125]
ISIC_0000336.jpg,[0.2451171875]
ISIC_0000337.jpg,[0.251220703125]
ISIC_0000338.jpg,[0.299072265625]
ISIC_0000339.jpg,[0.385986328125]
ISIC_0000340.jpg,[0.268310546875]
ISIC_0000341.jpg,[0.305419921875]
ISIC_0000342.jpg,[0.29296875]
ISIC_0000343.jpg,[0.2357177734375]
ISIC_0000344.jpg,[0.260498046875]
ISIC_0000345.jpg,[0.2548828125]
ISIC_0000346.jpg,[0.36572265625]
ISIC_0000347.jpg,[0.216552734375]
ISIC_0000348.jpg,[0.2105712890625]
ISIC_0000349.jpg,[0.265869140625]
ISIC_0000350.jpg,[0.1900634765625]
ISIC_0000351.jpg,[0.30810546875]
ISIC_0000352.jpg,[0.194580078125]
ISIC_0000353.jpg,[0.2783203125]
ISIC_0000354.jpg,[0.22509765625]
ISIC_0000355.jpg,[0.263671875]
ISIC_0000357.jpg,[0.2344970703125]
ISIC_0000358.jpg,[0.288818359375]
ISIC_0000359.jpg,[0.2427978515625]
ISIC_0000360.jpg,[0.251708984375]
ISIC_0000361.jpg,[0.4169921875]
ISIC_0000363.jpg,[0.289794921875]
ISIC_0000364.jpg,[0.2274169921875]
ISIC_0000365.jpg,[0.3095703125]
ISIC_0000366.jpg,[0.286376953125]
ISIC_0000367.jpg,[0.287109375]
ISIC_0000368.jpg,[0.3505859375]
ISIC_0000369.jpg,[0.296142578125]
ISIC_0000370.jpg,[0.1947021484375]
ISIC_0000371.jpg,[0.348388671875]
ISIC_0000372.jpg,[0.26123046875]
ISIC_0000374.jpg,[0.213134765625]
ISIC_0000376.jpg,[0.434814453125]
ISIC_0000377.jpg,[0.358154296875]
ISIC_0000378.jpg,[0.428955078125]
ISIC_0000379.jpg,[0.427001953125]
ISIC_0000380.jpg,[0.59619140625]
ISIC_0000381.jpg,[0.456298828125]
ISIC_0000382.jpg,[0.30810546875]
ISIC_0000383.jpg,[0.33837890625]
ISIC_0000384.jpg,[0.2724609375]
ISIC_0000385.jpg,[0.28466796875]
ISIC_0000386.jpg,[0.433837890625]
ISIC_0000387.jpg,[0.446533203125]
ISIC_0000388.jpg,[0.457763671875]
ISIC_0000390.jpg,[0.4912109375]
ISIC_0000391.jpg,[0.302001953125]
ISIC_0000392.jpg,[0.341064453125]
ISIC_0000393.jpg,[0.270263671875]
ISIC_0000395.jpg,[0.402099609375]
ISIC_0000396.jpg,[0.355224609375]
ISIC_0000397.jpg,[0.406494140625]
ISIC_0000403.jpg,[0.347900390625]
ISIC_0000407.jpg,[0.377685546875]
ISIC_0000408.jpg,[0.416748046875]
ISIC_0000409.jpg,[0.416015625]
ISIC_0000410.jpg,[0.243408203125]
ISIC_0000412.jpg,[0.48486328125]
ISIC_0000413.jpg,[0.363037109375]
ISIC_0000415.jpg,[0.322265625]
ISIC_0000416.jpg,[0.3740234375]
ISIC_0000418.jpg,[0.30810546875]
ISIC_0000419.jpg,[0.343505859375]
ISIC_0000420.jpg,[0.36181640625]
ISIC_0000421.jpg,[0.37060546875]
ISIC_0000423.jpg,[0.2381591796875]
ISIC_0000425.jpg,[0.50927734375]
ISIC_0000426.jpg,[0.334228515625]
ISIC_0000427.jpg,[0.432861328125]
ISIC_0000431.jpg,[0.2420654296875]
ISIC_0000433.jpg,[0.405029296875]
ISIC_0000434.jpg,[0.2666015625]
ISIC_0000436.jpg,[0.332763671875]
ISIC_0000439.jpg,[0.42578125]
ISIC_0000442.jpg,[0.5380859375]
ISIC_0000443.jpg,[0.322265625]
ISIC_0000444.jpg,[0.40185546875]
ISIC_0000445.jpg,[0.482666015625]
ISIC_0000447.jpg,[0.385986328125]
ISIC_0000448.jpg,[0.39208984375]
ISIC_0000449.jpg,[0.45556640625]
ISIC_0000451.jpg,[0.453369140625]
ISIC_0000453.jpg,[0.449462890625]
ISIC_0000455.jpg,[0.367431640625]
ISIC_0000456.jpg,[0.3818359375]
ISIC_0000457.jpg,[0.5029296875]
ISIC_0000458.jpg,[0.607421875]
ISIC_0000460.jpg,[0.429931640625]
ISIC_0000461.jpg,[0.297607421875]
ISIC_0000463.jpg,[0.63427734375]
ISIC_0000465.jpg,[0.319091796875]
ISIC_0000466.jpg,[0.40576171875]
ISIC_0000467.jpg,[0.3974609375]
ISIC_0000468.jpg,[0.441162109375]
ISIC_0000469.jpg,[0.5009765625]
ISIC_0000470.jpg,[0.322021484375]
ISIC_0000471.jpg,[0.227294921875]
ISIC_0000474.jpg,[0.3515625]
ISIC_0000475.jpg,[0.44189453125]
ISIC_0000476.jpg,[0.35498046875]
ISIC_0000478.jpg,[0.420166015625]
ISIC_0000479.jpg,[0.37939453125]
ISIC_0000481.jpg,[0.2734375]
ISIC_0000482.jpg,[0.266357421875]
ISIC_0000483.jpg,[0.2744140625]
ISIC_0000484.jpg,[0.419677734375]
ISIC_0000485.jpg,[0.328857421875]
ISIC_0000486.jpg,[0.3232421875]
ISIC_0000487.jpg,[0.5087890625]
ISIC_0000488.jpg,[0.481201171875]
ISIC_0000489.jpg,[0.34716796875]
ISIC_0000490.jpg,[0.382080078125]
ISIC_0000491.jpg,[0.37890625]
ISIC_0000493.jpg,[0.28076171875]
ISIC_0000495.jpg,[0.3798828125]
ISIC_0000496.jpg,[0.300048828125]
ISIC_0000498.jpg,[0.428955078125]
ISIC_0000501.jpg,[0.1531982421875]
ISIC_0000503.jpg,[0.2841796875]
ISIC_0000505.jpg,[0.64697265625]
ISIC_0000508.jpg,[0.497314453125]
ISIC_0000509.jpg,[0.4404296875]
ISIC_0000510.jpg,[0.5537109375]
ISIC_0000511.jpg,[0.436767578125]
ISIC_0000513.jpg,[0.38818359375]
ISIC_0000514.jpg,[0.3798828125]
ISIC_0000515.jpg,[0.46826171875]
ISIC_0000517.jpg,[0.38330078125]
ISIC_0000518.jpg,[0.357421875]
ISIC_0000519.jpg,[0.43017578125]
ISIC_0000520.jpg,[0.55810546875]
ISIC_0000521.jpg,[0.418701171875]
ISIC_0000522.jpg,[0.31298828125]
ISIC_0000523.jpg,[0.3564453125]
ISIC_0000524.jpg,[0.4404296875]
ISIC_0000525.jpg,[0.383056640625]
ISIC_0000527.jpg,[0.51123046875]
ISIC_0000529.jpg,[0.27197265625]
ISIC_0000530.jpg,[0.389892578125]
ISIC_0000532.jpg,[0.354248046875]
ISIC_0000533.jpg,[0.34521484375]
ISIC_0000534.jpg,[0.27490234375]
ISIC_0000538.jpg,[0.275146484375]
ISIC_0000539.jpg,[0.2108154296875]
ISIC_0000540.jpg,[0.365478515625]
ISIC_0000541.jpg,[0.346923828125]
ISIC_0000542.jpg,[0.32373046875]
ISIC_0000543.jpg,[0.320068359375]
ISIC_0000544.jpg,[0.301025390625]
ISIC_0000545.jpg,[0.231689453125]
ISIC_0000546.jpg,[0.1953125]
ISIC_0000547.jpg,[0.317138671875]
ISIC_0000548.jpg,[0.27490234375]
ISIC_0000549.jpg,[0.346435546875]
ISIC_0000550.jpg,[0.4560546875]
ISIC_0000551.jpg,[0.40478515625]
ISIC_0000552.jpg,[0.44091796875]
ISIC_0000554.jpg,[0.2303466796875]
ISIC_0000555.jpg,[0.4599609375]
ISIC_0000556.jpg,[0.28857421875]
ISIC_0001100.jpg,[0.2445068359375]
ISIC_0001102.jpg,[0.206787109375]
ISIC_0001103.jpg,[0.265380859375]
ISIC_0001105.jpg,[0.4287109375]
ISIC_0001118.jpg,[0.33740234375]
ISIC_0001119.jpg,[0.492919921875]
ISIC_0001126.jpg,[0.457763671875]
ISIC_0001128.jpg,[0.38916015625]
ISIC_0001131.jpg,[0.369140625]
ISIC_0001133.jpg,[0.461181640625]
ISIC_0001134.jpg,[0.285400390625]
ISIC_0001140.jpg,[0.31494140625]
ISIC_0001142.jpg,[0.440185546875]
ISIC_0001148.jpg,[0.3798828125]
ISIC_0001152.jpg,[0.392578125]
ISIC_0009868.jpg,[0.383056640625]
ISIC_0009869.jpg,[0.467041015625]
ISIC_0009870.jpg,[0.6484375]
ISIC_0009871.jpg,[0.356201171875]
ISIC_0009872.jpg,[0.53125]
ISIC_0009873.jpg,[0.568359375]
ISIC_0009874.jpg,[0.38037109375]
ISIC_0009875.jpg,[0.478515625]
ISIC_0009877.jpg,[0.40869140625]
ISIC_0009879.jpg,[0.33740234375]
ISIC_0009880.jpg,[0.374267578125]
ISIC_0009881.jpg,[0.322265625]
ISIC_0009882.jpg,[0.357666015625]
ISIC_0009883.jpg,[0.31201171875]
ISIC_0009884.jpg,[0.270751953125]
ISIC_0009885.jpg,[0.358154296875]
ISIC_0009888.jpg,[0.289306640625]
ISIC_0009889.jpg,[0.61572265625]
ISIC_0009891.jpg,[0.4765625]
ISIC_0009895.jpg,[0.473876953125]
ISIC_0009896.jpg,[0.32275390625]
ISIC_0009897.jpg,[0.4462890625]
ISIC_0009898.jpg,[0.484130859375]
ISIC_0009899.jpg,[0.416748046875]
ISIC_0009901.jpg,[0.380126953125]
ISIC_0009902.jpg,[0.406982421875]
ISIC_0009905.jpg,[0.3564453125]
ISIC_0009906.jpg,[0.396484375]
ISIC_0009909.jpg,[0.2044677734375]
ISIC_0009910.jpg,[0.38818359375]
ISIC_0009911.jpg,[0.4638671875]
ISIC_0009912.jpg,[0.411865234375]
ISIC_0009914.jpg,[0.364501953125]
ISIC_0009915.jpg,[0.422607421875]
ISIC_0009917.jpg,[0.50537109375]
ISIC_0009918.jpg,[0.374755859375]
ISIC_0009919.jpg,[0.431396484375]
ISIC_0009920.jpg,[0.449462890625]
ISIC_0009921.jpg,[0.236572265625]
ISIC_0009923.jpg,[0.40478515625]
ISIC_0009925.jpg,[0.264404296875]
ISIC_0009929.jpg,[0.57421875]
ISIC_0009930.jpg,[0.5517578125]
ISIC_0009931.jpg,[0.52197265625]
ISIC_0009932.jpg,[0.412841796875]
ISIC_0009933.jpg,[0.256591796875]
ISIC_0009935.jpg,[0.29248046875]
ISIC_0009936.jpg,[0.3603515625]
ISIC_0009937.jpg,[0.38232421875]
ISIC_0009938.jpg,[0.419189453125]
ISIC_0009939.jpg,[0.428955078125]
ISIC_0009940.jpg,[0.3857421875]
ISIC_0009941.jpg,[0.275390625]
ISIC_0009942.jpg,[0.65673828125]
ISIC_0009943.jpg,[0.4853515625]
ISIC_0009945.jpg,[0.55224609375]
ISIC_0009946.jpg,[0.51904296875]
ISIC_0009947.jpg,[0.57958984375]
ISIC_0009949.jpg,[0.27490234375]
ISIC_0009950.jpg,[0.61083984375]
ISIC_0009951.jpg,[0.362548828125]
ISIC_0009953.jpg,[0.2880859375]
ISIC_0009954.jpg,[0.297607421875]
ISIC_0009955.jpg,[0.337890625]
ISIC_0009956.jpg,[0.4130859375]
ISIC_0009958.jpg,[0.2469482421875]
ISIC_0009960.jpg,[0.392822265625]
ISIC_0009961.jpg,[0.47998046875]
ISIC_0009962.jpg,[0.284912109375]
ISIC_0009963.jpg,[0.27880859375]
ISIC_0009964.jpg,[0.340576171875]
ISIC_0009965.jpg,[0.3974609375]
ISIC_0009966.jpg,[0.32763671875]
ISIC_0009967.jpg,[0.68408203125]
ISIC_0009968.jpg,[0.32568359375]
ISIC_0009969.jpg,[0.400390625]
ISIC_0009971.jpg,[0.44384765625]
ISIC_0009972.jpg,[0.6484375]
ISIC_0009973.jpg,[0.301025390625]
ISIC_0009974.jpg,[0.46240234375]
ISIC_0009975.jpg,[0.294921875]
ISIC_0009976.jpg,[0.4482421875]
ISIC_0009977.jpg,[0.302001953125]
ISIC_0009979.jpg,[0.61376953125]
ISIC_0009981.jpg,[0.290771484375]
ISIC_0009982.jpg,[0.43212890625]
ISIC_0009987.jpg,[0.51611328125]
ISIC_0009991.jpg,[0.28759765625]
ISIC_0009993.jpg,[0.232666015625]
ISIC_0009994.jpg,[0.5302734375]
ISIC_0009998.jpg,[0.251220703125]
ISIC_0010000.jpg,[0.4423828125]
ISIC_0010002.jpg,[0.273193359375]
ISIC_0010003.jpg,[0.52490234375]
ISIC_0010005.jpg,[0.403564453125]
ISIC_0010006.jpg,[0.63037109375]
ISIC_0010011.jpg,[0.383544921875]
ISIC_0010013.jpg,[0.501953125]
ISIC_0010014.jpg,[0.486328125]
ISIC_0010015.jpg,[0.44775390625]
ISIC_0010016.jpg,[0.356689453125]
ISIC_0010017.jpg,[0.43017578125]
ISIC_0010018.jpg,[0.456787109375]
ISIC_0010019.jpg,[0.305908203125]
ISIC_0010020.jpg,[0.439697265625]
ISIC_0010021.jpg,[0.0860595703125]
ISIC_0010022.jpg,[0.288818359375]
ISIC_0010024.jpg,[0.441650390625]
ISIC_0010028.jpg,[0.31689453125]
ISIC_0010029.jpg,[0.489990234375]
ISIC_0010034.jpg,[0.275146484375]
ISIC_0010036.jpg,[0.2484130859375]
ISIC_0010040.jpg,[0.349609375]
ISIC_0010042.jpg,[0.58447265625]
ISIC_0010043.jpg,[0.412353515625]
ISIC_0010044.jpg,[0.42626953125]
ISIC_0010046.jpg,[0.6064453125]
ISIC_0010047.jpg,[0.301513671875]
ISIC_0010053.jpg,[0.35009765625]
ISIC_0010054.jpg,[0.4208984375]
ISIC_0010055.jpg,[0.426513671875]
ISIC_0010057.jpg,[0.36279296875]
ISIC_0010058.jpg,[0.288818359375]
ISIC_0010059.jpg,[0.4853515625]
ISIC_0010060.jpg,[0.45654296875]
ISIC_0010061.jpg,[0.293701171875]
ISIC_0010062.jpg,[0.434814453125]
ISIC_0010063.jpg,[0.264404296875]
ISIC_0010064.jpg,[0.52685546875]
ISIC_0010066.jpg,[0.361572265625]
ISIC_0010067.jpg,[0.254150390625]
ISIC_0010069.jpg,[0.338134765625]
ISIC_0010070.jpg,[0.1593017578125]
ISIC_0010074.jpg,[0.51513671875]
ISIC_0010075.jpg,[0.431640625]
ISIC_0010078.jpg,[0.439697265625]
ISIC_0010080.jpg,[0.28515625]
ISIC_0010081.jpg,[0.5810546875]
ISIC_0010088.jpg,[0.263916015625]
ISIC_0010089.jpg,[0.29345703125]
ISIC_0010090.jpg,[0.29345703125]
ISIC_0010092.jpg,[0.441650390625]
ISIC_0010093.jpg,[0.49462890625]
ISIC_0010094.jpg,[0.38623046875]
ISIC_0010100.jpg,[0.28857421875]
ISIC_0010102.jpg,[0.425048828125]
ISIC_0010104.jpg,[0.580078125]
ISIC_0010105.jpg,[0.451416015625]
ISIC_0010168.jpg,[0.3603515625]
ISIC_0010171.jpg,[0.544921875]
ISIC_0010173.jpg,[0.52001953125]
ISIC_0010174.jpg,[0.49853515625]
ISIC_0010176.jpg,[0.61767578125]
ISIC_0010178.jpg,[0.2061767578125]
ISIC_0010180.jpg,[0.264404296875]
ISIC_0010182.jpg,[0.07421875]
ISIC_0010184.jpg,[0.53369140625]
ISIC_0010185.jpg,[0.288818359375]
ISIC_0010186.jpg,[0.419189453125]
ISIC_0010187.jpg,[0.401123046875]
ISIC_0010191.jpg,[0.207275390625]
ISIC_0010192.jpg,[0.28076171875]
ISIC_0010193.jpg,[0.446533203125]
