Image,Score
ISIC_0000303.jpg,[0.0164031982421875]
ISIC_0000306.jpg,[0.01947021484375]
ISIC_0000307.jpg,[0.0146942138671875]
ISIC_0000310.jpg,[0.0199127197265625]
ISIC_0000311.jpg,[0.0182342529296875]
ISIC_0000313.jpg,[0.026397705078125]
ISIC_0000314.jpg,[0.0260772705078125]
ISIC_0000315.jpg,[0.01727294921875]
ISIC_0000316.jpg,[0.026397705078125]
ISIC_0000317.jpg,[0.01413726806640625]
ISIC_0000319.jpg,[0.01520538330078125]
ISIC_0000320.jpg,[0.0203399658203125]
ISIC_0000321.jpg,[0.0189056396484375]
ISIC_0000322.jpg,[0.0217132568359375]
ISIC_0000323.jpg,[0.0340576171875]
ISIC_0000324.jpg,[0.01169586181640625]
ISIC_0000325.jpg,[0.0251007080078125]
ISIC_0000327.jpg,[0.016754150390625]
ISIC_0000328.jpg,[0.0236053466796875]
ISIC_0000329.jpg,[0.0188140869140625]
ISIC_0000330.jpg,[0.0198516845703125]
ISIC_0000331.jpg,[0.0175323486328125]
ISIC_0000332.jpg,[0.0192718505859375]
ISIC_0000336.jpg,[0.01519775390625]
ISIC_0000337.jpg,[0.0135650634765625]
ISIC_0000338.jpg,[0.0159149169921875]
ISIC_0000339.jpg,[0.018829345703125]
ISIC_0000340.jpg,[0.01611328125]
ISIC_0000341.jpg,[0.0206756591796875]
ISIC_0000342.jpg,[0.01751708984375]
ISIC_0000343.jpg,[0.01470947265625]
ISIC_0000344.jpg,[0.0126190185546875]
ISIC_0000345.jpg,[0.0164642333984375]
ISIC_0000346.jpg,[0.01551055908203125]
ISIC_0000347.jpg,[0.0224151611328125]
ISIC_0000348.jpg,[0.0269775390625]
ISIC_0000349.jpg,[0.0181427001953125]
ISIC_0000350.jpg,[0.01593017578125]
ISIC_0000351.jpg,[0.0180511474609375]
ISIC_0000352.jpg,[0.014495849609375]
ISIC_0000353.jpg,[0.0222625732421875]
ISIC_0000354.jpg,[0.0176849365234375]
ISIC_0000355.jpg,[0.0260162353515625]
ISIC_0000357.jpg,[0.0176849365234375]
ISIC_0000358.jpg,[0.0235748291015625]
ISIC_0000359.jpg,[0.0210113525390625]
ISIC_0000360.jpg,[0.0183258056640625]
ISIC_0000361.jpg,[0.020751953125]
ISIC_0000363.jpg,[0.01352691650390625]
ISIC_0000364.jpg,[0.024261474609375]
ISIC_0000365.jpg,[0.0238800048828125]
ISIC_0000366.jpg,[0.01436614990234375]
ISIC_0000367.jpg,[0.027862548828125]
ISIC_0000368.jpg,[0.01413726806640625]
ISIC_0000369.jpg,[0.02001953125]
ISIC_0000370.jpg,[0.0200653076171875]
ISIC_0000371.jpg,[0.0218048095703125]
ISIC_0000372.jpg,[0.0234222412109375]
ISIC_0000374.jpg,[0.0186920166015625]
ISIC_0000376.jpg,[0.0247802734375]
ISIC_0000377.jpg,[0.00969696044921875]
ISIC_0000378.jpg,[0.00937652587890625]
ISIC_0000379.jpg,[0.01213836669921875]
ISIC_0000380.jpg,[0.0082244873046875]
ISIC_0000381.jpg,[0.01092529296875]
ISIC_0000382.jpg,[0.01331329345703125]
ISIC_0000383.jpg,[0.01132965087890625]
ISIC_0000384.jpg,[0.02874755859375]
ISIC_0000385.jpg,[0.01165771484375]
ISIC_0000386.jpg,[0.02215576171875]
ISIC_0000387.jpg,[0.03155517578125]
ISIC_0000388.jpg,[0.0208587646484375]
ISIC_0000390.jpg,[0.00739288330078125]
ISIC_0000391.jpg,[0.01032257080078125]
ISIC_0000392.jpg,[0.0254058837890625]
ISIC_0000393.jpg,[0.00785064697265625]
ISIC_0000395.jpg,[0.01242828369140625]
ISIC_0000396.jpg,[0.0147705078125]
ISIC_0000397.jpg,[0.016143798828125]
ISIC_0000403.jpg,[0.027740478515625]
ISIC_0000407.jpg,[0.0164642333984375]
ISIC_0000408.jpg,[0.00981903076171875]
ISIC_0000409.jpg,[0.017303466796875]
ISIC_0000410.jpg,[0.01702880859375]
ISIC_0000412.jpg,[0.0048370361328125]
ISIC_0000413.jpg,[0.007904052734375]
ISIC_0000415.jpg,[0.004085540771484375]
ISIC_0000416.jpg,[0.01157379150390625]
ISIC_0000418.jpg,[0.01546478271484375]
ISIC_0000419.jpg,[0.00922393798828125]
ISIC_0000420.jpg,[0.01213836669921875]
ISIC_0000421.jpg,[0.01432037353515625]
ISIC_0000423.jpg,[0.01430511474609375]
ISIC_0000425.jpg,[0.0098419189453125]
ISIC_0000426.jpg,[0.006683349609375]
ISIC_0000427.jpg,[0.01204681396484375]
ISIC_0000431.jpg,[0.02069091796875]
ISIC_0000433.jpg,[0.0088043212890625]
ISIC_0000434.jpg,[0.011566162109375]
ISIC_0000436.jpg,[0.0070343017578125]
ISIC_0000439.jpg,[0.0143585205078125]
ISIC_0000442.jpg,[0.0185394287109375]
ISIC_0000443.jpg,[0.021942138671875]
ISIC_0000444.jpg,[0.00740814208984375]
ISIC_0000445.jpg,[0.0158843994140625]
ISIC_0000447.jpg,[0.0321044921875]
ISIC_0000448.jpg,[0.005558013916015625]
ISIC_0000449.jpg,[0.01355743408203125]
ISIC_0000451.jpg,[0.013946533203125]
ISIC_0000453.jpg,[0.0111236572265625]
ISIC_0000455.jpg,[0.01282501220703125]
ISIC_0000456.jpg,[0.007450103759765625]
ISIC_0000457.jpg,[0.01531219482421875]
ISIC_0000458.jpg,[0.0165252685546875]
ISIC_0000460.jpg,[0.019073486328125]
ISIC_0000461.jpg,[0.0181121826171875]
ISIC_0000463.jpg,[0.011962890625]
ISIC_0000465.jpg,[0.01390838623046875]
ISIC_0000466.jpg,[0.01450347900390625]
ISIC_0000467.jpg,[0.014739990234375]
ISIC_0000468.jpg,[0.0164337158203125]
ISIC_0000469.jpg,[0.01197052001953125]
ISIC_0000470.jpg,[0.0210113525390625]
ISIC_0000471.jpg,[0.02142333984375]
ISIC_0000474.jpg,[0.0176544189453125]
ISIC_0000475.jpg,[0.0165863037109375]
ISIC_0000476.jpg,[0.01070404052734375]
ISIC_0000478.jpg,[0.0138092041015625]
ISIC_0000479.jpg,[0.01520538330078125]
ISIC_0000481.jpg,[0.01161956787109375]
ISIC_0000482.jpg,[0.0206298828125]
ISIC_0000483.jpg,[0.01418304443359375]
ISIC_0000484.jpg,[0.01213836669921875]
ISIC_0000485.jpg,[0.01380157470703125]
ISIC_0000486.jpg,[0.0241546630859375]
ISIC_0000487.jpg,[0.0128631591796875]
ISIC_0000488.jpg,[0.0203704833984375]
ISIC_0000489.jpg,[0.01837158203125]
ISIC_0000490.jpg,[0.0190277099609375]
ISIC_0000491.jpg,[0.01334381103515625]
ISIC_0000493.jpg,[0.014312744140625]
ISIC_0000495.jpg,[0.0215301513671875]
ISIC_0000496.jpg,[0.01776123046875]
ISIC_0000498.jpg,[0.01410675048828125]
ISIC_0000501.jpg,[0.021728515625]
ISIC_0000503.jpg,[0.018798828125]
ISIC_0000505.jpg,[0.01328277587890625]
ISIC_0000508.jpg,[0.027069091796875]
ISIC_0000509.jpg,[0.011810302734375]
ISIC_0000510.jpg,[0.0161285400390625]
ISIC_0000511.jpg,[0.0095977783203125]
ISIC_0000513.jpg,[0.019744873046875]
ISIC_0000514.jpg,[0.02252197265625]
ISIC_0000515.jpg,[0.02056884765625]
ISIC_0000517.jpg,[0.0164337158203125]
ISIC_0000518.jpg,[0.0189361572265625]
ISIC_0000519.jpg,[0.005413055419921875]
ISIC_0000520.jpg,[0.00797271728515625]
ISIC_0000521.jpg,[0.01314544677734375]
ISIC_0000522.jpg,[0.0123291015625]
ISIC_0000523.jpg,[0.0162506103515625]
ISIC_0000524.jpg,[0.0183563232421875]
ISIC_0000525.jpg,[0.0177001953125]
ISIC_0000527.jpg,[0.01435089111328125]
ISIC_0000529.jpg,[0.018310546875]
ISIC_0000530.jpg,[0.01678466796875]
ISIC_0000532.jpg,[0.0149383544921875]
ISIC_0000533.jpg,[0.0224761962890625]
ISIC_0000534.jpg,[0.01885986328125]
ISIC_0000538.jpg,[0.0224609375]
ISIC_0000539.jpg,[0.0219879150390625]
ISIC_0000540.jpg,[0.0128021240234375]
ISIC_0000541.jpg,[0.0105438232421875]
ISIC_0000542.jpg,[0.016265869140625]
ISIC_0000543.jpg,[0.0183563232421875]
ISIC_0000544.jpg,[0.0196533203125]
ISIC_0000545.jpg,[0.0153656005859375]
ISIC_0000546.jpg,[0.0188140869140625]
ISIC_0000547.jpg,[0.01016998291015625]
ISIC_0000548.jpg,[0.0197296142578125]
ISIC_0000549.jpg,[0.014984130859375]
ISIC_0000550.jpg,[0.018218994140625]
ISIC_0000551.jpg,[0.01126861572265625]
ISIC_0000552.jpg,[0.018218994140625]
ISIC_0000554.jpg,[0.0126953125]
ISIC_0000555.jpg,[0.01444244384765625]
ISIC_0000556.jpg,[0.015045166015625]
ISIC_0001100.jpg,[0.01535797119140625]
ISIC_0001102.jpg,[0.0080108642578125]
ISIC_0001103.jpg,[0.0251617431640625]
ISIC_0001105.jpg,[0.0200958251953125]
ISIC_0001118.jpg,[0.00789642333984375]
ISIC_0001119.jpg,[0.027557373046875]
ISIC_0001126.jpg,[0.00746917724609375]
ISIC_0001128.jpg,[0.0169830322265625]
ISIC_0001131.jpg,[0.0180206298828125]
ISIC_0001133.jpg,[0.0162506103515625]
ISIC_0001134.jpg,[0.0160369873046875]
ISIC_0001140.jpg,[0.00481414794921875]
ISIC_0001142.jpg,[0.0112762451171875]
ISIC_0001148.jpg,[0.0040283203125]
ISIC_0001152.jpg,[0.009674072265625]
ISIC_0009868.jpg,[0.00799560546875]
ISIC_0009869.jpg,[0.0132904052734375]
ISIC_0009870.jpg,[0.0192413330078125]
ISIC_0009871.jpg,[0.0158843994140625]
ISIC_0009872.jpg,[0.0112152099609375]
ISIC_0009873.jpg,[0.01424407958984375]
ISIC_0009874.jpg,[0.0169830322265625]
ISIC_0009875.jpg,[0.01103973388671875]
ISIC_0009877.jpg,[0.0231781005859375]
ISIC_0009879.jpg,[0.01885986328125]
ISIC_0009880.jpg,[0.016326904296875]
ISIC_0009881.jpg,[0.0182647705078125]
ISIC_0009882.jpg,[0.01110076904296875]
ISIC_0009883.jpg,[0.0186767578125]
ISIC_0009884.jpg,[0.016693115234375]
ISIC_0009885.jpg,[0.0167694091796875]
ISIC_0009888.jpg,[0.0170135498046875]
ISIC_0009889.jpg,[0.0173797607421875]
ISIC_0009891.jpg,[0.016845703125]
ISIC_0009895.jpg,[0.00902557373046875]
ISIC_0009896.jpg,[0.0159759521484375]
ISIC_0009897.jpg,[0.00901031494140625]
ISIC_0009898.jpg,[0.01410675048828125]
ISIC_0009899.jpg,[0.01393890380859375]
ISIC_0009901.jpg,[0.0137481689453125]
ISIC_0009902.jpg,[0.01313018798828125]
ISIC_0009905.jpg,[0.00855255126953125]
ISIC_0009906.jpg,[0.02484130859375]
ISIC_0009909.jpg,[0.01519012451171875]
ISIC_0009910.jpg,[0.00887298583984375]
ISIC_0009911.jpg,[0.01062774658203125]
ISIC_0009912.jpg,[0.016387939453125]
ISIC_0009914.jpg,[0.01210784912109375]
ISIC_0009915.jpg,[0.0185394287109375]
ISIC_0009917.jpg,[0.01812744140625]
ISIC_0009918.jpg,[0.00894927978515625]
ISIC_0009919.jpg,[0.011749267578125]
ISIC_0009920.jpg,[0.0228729248046875]
ISIC_0009921.jpg,[0.0256805419921875]
ISIC_0009923.jpg,[0.0167694091796875]
ISIC_0009925.jpg,[0.0123291015625]
ISIC_0009929.jpg,[0.018524169921875]
ISIC_0009930.jpg,[0.02142333984375]
ISIC_0009931.jpg,[0.01030731201171875]
ISIC_0009932.jpg,[0.01171875]
ISIC_0009933.jpg,[0.0189666748046875]
ISIC_0009935.jpg,[0.0135040283203125]
ISIC_0009936.jpg,[0.03558349609375]
ISIC_0009937.jpg,[0.01544952392578125]
ISIC_0009938.jpg,[0.0186920166015625]
ISIC_0009939.jpg,[0.0145263671875]
ISIC_0009940.jpg,[0.015899658203125]
ISIC_0009941.jpg,[0.0164031982421875]
ISIC_0009942.jpg,[0.0171966552734375]
ISIC_0009943.jpg,[0.0151824951171875]
ISIC_0009945.jpg,[0.01395416259765625]
ISIC_0009946.jpg,[0.0108642578125]
ISIC_0009947.jpg,[0.013214111328125]
ISIC_0009949.jpg,[0.01168060302734375]
ISIC_0009950.jpg,[0.01556396484375]
ISIC_0009951.jpg,[0.0162506103515625]
ISIC_0009953.jpg,[0.008697509765625]
ISIC_0009954.jpg,[0.0183563232421875]
ISIC_0009955.jpg,[0.0188751220703125]
ISIC_0009956.jpg,[0.0196990966796875]
ISIC_0009958.jpg,[0.0189971923828125]
ISIC_0009960.jpg,[0.01470184326171875]
ISIC_0009961.jpg,[0.024078369140625]
ISIC_0009962.jpg,[0.0063323974609375]
ISIC_0009963.jpg,[0.0202484130859375]
ISIC_0009964.jpg,[0.0139617919921875]
ISIC_0009965.jpg,[0.01055908203125]
ISIC_0009966.jpg,[0.0160980224609375]
ISIC_0009967.jpg,[0.0183868408203125]
ISIC_0009968.jpg,[0.01593017578125]
ISIC_0009969.jpg,[0.01531219482421875]
ISIC_0009971.jpg,[0.0269317626953125]
ISIC_0009972.jpg,[0.0118255615234375]
ISIC_0009973.jpg,[0.01776123046875]
ISIC_0009974.jpg,[0.0177459716796875]
ISIC_0009975.jpg,[0.0155181884765625]
ISIC_0009976.jpg,[0.0169525146484375]
ISIC_0009977.jpg,[0.0199127197265625]
ISIC_0009979.jpg,[0.0178375244140625]
ISIC_0009981.jpg,[0.014862060546875]
ISIC_0009982.jpg,[0.01082611083984375]
ISIC_0009987.jpg,[0.012115478515625]
ISIC_0009991.jpg,[0.0112762451171875]
ISIC_0009993.jpg,[0.0087127685546875]
ISIC_0009994.jpg,[0.01441192626953125]
ISIC_0009998.jpg,[0.019012451171875]
ISIC_0010000.jpg,[0.0066986083984375]
ISIC_0010002.jpg,[0.0193023681640625]
ISIC_0010003.jpg,[0.01276397705078125]
ISIC_0010005.jpg,[0.007297515869140625]
ISIC_0010006.jpg,[0.0142974853515625]
ISIC_0010011.jpg,[0.022186279296875]
ISIC_0010013.jpg,[0.01287841796875]
ISIC_0010014.jpg,[0.0137939453125]
ISIC_0010015.jpg,[0.01152801513671875]
ISIC_0010016.jpg,[0.01200103759765625]
ISIC_0010017.jpg,[0.00951385498046875]
ISIC_0010018.jpg,[0.01308441162109375]
ISIC_0010019.jpg,[0.0157623291015625]
ISIC_0010020.jpg,[0.0087432861328125]
ISIC_0010021.jpg,[0.0266571044921875]
ISIC_0010022.jpg,[0.0130462646484375]
ISIC_0010024.jpg,[0.0160369873046875]
ISIC_0010028.jpg,[0.0244293212890625]
ISIC_0010029.jpg,[0.0265350341796875]
ISIC_0010034.jpg,[0.01059722900390625]
ISIC_0010036.jpg,[0.0089874267578125]
ISIC_0010040.jpg,[0.01453399658203125]
ISIC_0010042.jpg,[0.01275634765625]
ISIC_0010043.jpg,[0.0138702392578125]
ISIC_0010044.jpg,[0.020751953125]
ISIC_0010046.jpg,[0.01458740234375]
